"","Plate","Week","Line","Mean.Firing.Rate.Hz","ISI.Coefficient.of.Variation.Avg","Network.ISI.Coefficient.of.Variation","Weighted.Mean.Firing.Rate.Hz","Burst.Duration.Avg.sec","Burst.Duration.Std.sec","Number.of.Spikes.per.Burst.Avg","Number.of.Spikes.per.Burst.Std","Mean.ISI.within.Burst.Avg.sec","Mean.ISI.within.Burst.Std.sec","Median.ISI.within.Burst.Avg.sec","Inter.Burst.Interval.Avg.sec","Inter.Burst.Interval.Std.sec","Burst.Frequency.Avg.Hz","Burst.Frequency.Std.Hz","Normalized.Duration.IQR.Avg","IBI.Coefficient.of.Variation.Avg","Burst.Percentage.Avg","Network.Burst.Frequency","Network.Burst.Duration.Avg.sec","Network.Burst.Duration.Std.sec","Number.of.Spikes.per.Network.Burst.Avg","Number.of.Spikes.per.Network.Burst.Std","Mean.ISI.within.Network.Burst.Avg.sec","Mean.ISI.within.Network.Burst.Std.sec","Median.ISI.within.Network.Burst.Avg.sec","ISI.CoV.within.Network.Burst.Avg","Network.Burst.Percentage","Network.IBI.Coefficient.of.Variation","Network.Normalized.Duration.IQR","Area.Under.Normalized.Cross.Correlation","Full.Width.at.Half.Height.of.Normalized.Cross.Correlation","Synchrony.Index","Kreuz.SPIKE.Distance","Burst.Peak.Max.Spikes.per.sec","Time.to.Burst.Peak.ms"
"2122",47,5,"R841X-C DHPG",1.209115,2.273651,1.817708,1.925917,0.63388,0.343779,20.408107,16.412913,0.063647,0.055914,0.052984,38.77823,47.2371,0.044417,0.028787,0.58826,0.436529,42.397399,0.046667,2.33036,0.258363,985.142857,37.707084,0.002368,0.000252,0.000771,2.284494,59.409864,0.21235,0.158709,0.062256,129,0.202724,0.543595,785.714286,488.5
"2123",47,6,"R841X-C DHPG",2.329479,2.9337,2.762539,3.037143,0.449134,0.5726,18.18791,17.182785,0.060972,0.125429,0.040714,17.628884,27.027193,0.086871,0.047621,0.618764,1.193768,49.960426,0.116667,1.635333,0.214885,1025.971429,365.646847,0.001699,0.000317,0.000499,2.556627,80.286634,1.289934,0.167573,0.130068,96,0.324546,0.60407,2142.857143,496.5
"2124",47,7,"R841X-C DHPG",4.333073,3.786462,3.29204,4.950357,0.425158,0.214204,34.23867,28.539338,0.026669,0.024605,0.021195,12.367625,11.36561,0.098889,0.026901,0.612955,0.86868,65.898995,0.106667,2.627785,0.553669,2312.53125,713.658633,0.001176,0.000159,0.000268,2.843634,88.948855,0.838817,0.23598,0.23294,69,0.532334,0.666121,2843.75,499.5
"2125",47,7,"R841X-C DHPG",3.159948,3.439575,2.212902,3.741543,0.571238,0.298691,52.168528,44.371236,0.023808,0.024702,0.019085,26.414956,7.918292,0.040238,0.019477,0.327791,0.274665,64.033505,0.04,2.291527,0.251438,3410.5,183.496099,0.000671,5.4e-05,0.00016,3.206239,67.455621,0.181586,0.098826,0.242753,53,0.553491,0.60429,1416.666667,498.5
"2126",47,8,"R841X-C DHPG",5.773021,4.16507,4.113022,6.366494,0.390554,0.18091,39.633157,31.452562,0.028271,0.061676,0.023564,10.35733,7.4118,0.113099,0.034766,0.520914,0.81809,68.795273,0.123333,1.710456,0.345414,2712.621622,780.923469,0.000647,6.9e-05,0.000169,3.322648,90.549611,0.780183,0.268756,0.337051,52,0.612671,0.698906,9108.108108,474.5
"2127",47,8,"R841X-C DHPG",3.911615,3.841996,2.647735,4.465298,0.476699,0.155077,53.063172,38.509785,0.019571,0.018349,0.015154,22.444585,9.687011,0.04994,0.015169,0.500873,0.478609,65.427013,0.043333,4.395729,0.885377,4266.076923,205.719251,0.001031,0.000202,0.00016,3.268877,73.843921,0.323347,0.228964,0.280749,69,0.621153,0.66579,461.538462,309.5
"2128",47,8,"R841X-C DHPG",4.351979,4.057036,3.094662,4.882398,0.430537,0.153918,48.445147,35.996911,0.020475,0.020489,0.015256,20.713555,24.181741,0.060234,0.02305,0.4824,0.617933,65.859064,0.06,2.2518,0.423243,3667.944444,613.85546,0.00062,9.3e-05,0.00016,3.193997,79.014577,0.492775,0.211805,0.295635,65,0.609921,0.674328,8555.555556,494.5
"2129",47,9,"R841X-C DHPG",6.144531,3.975685,3.891186,6.776092,0.373495,0.550828,38.729822,28.970913,0.039995,0.189939,0.020011,13.708461,31.644724,0.116667,0.041366,0.407517,0.334586,68.634499,0.13,1.508886,0.066844,2730.512821,232.946444,0.000555,2.9e-05,0.00016,3.572654,90.264887,0.240814,0.058941,0.385776,46,0.643444,0.703666,12846.153846,476.5
"2130",47,10,"R841X-C DHPG",5.144792,3.577697,4.669105,5.771637,0.209652,0.098987,26.811835,21.218117,0.013409,0.010122,0.01076,10.089062,14.145492,0.157901,0.054635,0.476677,0.297135,63.272855,0.18,1.254197,0.067352,1709.259259,155.223902,0.000738,5e-05,0.00016,4.297559,93.439968,0.219932,0.063703,0.386347,44,0.579144,0.760855,9351.851852,454.5
"2131",47,2,"R841X",0.00849,1.363997,1.338149,0.148889,0.254987,NA,4,NA,0.084996,NA,0.072693,60.87712,0,0.01,NA,NA,1.125922,3.076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000291,30,0.005225,0.008125,NA,NA
"2132",47,3,"R841X",0.051094,1.842874,1.2107,0.39875,3.643415,5.06788,7.521164,3.713226,0.379036,0.356571,0.340627,62.049273,46.069418,0.012593,0.014218,1.036973,0.587003,24.927191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000761,46,0.005753,0.017532,NA,NA
"2133",47,3,"R841X",0.180208,1.891561,1.231617,0.954444,4.238798,7.244421,16.612087,15.591027,0.179175,0.165999,0.164733,54.098274,82.990536,0.03037,0.033101,0.829524,0.923636,17.196816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004703,1,0.016297,0.061242,NA,NA
"2134",47,3,"R841X",0.243906,1.469276,1.248681,1.034667,2.025189,3.13863,10.084492,9.231899,0.269155,0.499041,0.224738,39.301458,31.465465,0.046667,0.047631,1.10868,0.878851,18.66491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00867,84,0.040336,0.065217,NA,NA
"2135",47,4,"R841X",0.341406,1.761478,1.532424,1.136667,0.600136,0.329596,9.975687,7.602609,0.103544,0.115413,0.073625,39.906566,36.313736,0.045,0.058892,0.654201,0.521865,23.294628,0.03,2.138027,0.749261,232.555556,23.393969,0.009047,0.002443,0.003133,1.970826,31.929825,0.175755,0.456556,0.016611,144,0.078751,0.169539,333.333333,419.5
"2136",47,4,"R841X",0.87375,1.921512,1.415376,2.226933,1.264655,2.107475,14.525375,9.9122,0.242358,0.622172,0.20741,24.781825,20.264046,0.071667,0.084044,0.59168,0.572629,32.64599,0.033333,1.855568,0.53473,561.9,49.23515,0.003265,0.000677,0.000928,2.319391,33.494278,0.220091,0.452359,0.043746,124,0.151883,0.211447,600,479.5
"2137",47,4,"R841X",1.85401,2.192902,1.912537,3.195225,0.95759,2.18147,27.673134,24.144049,0.136844,0.415641,0.109394,24.789303,14.284397,0.047838,0.026957,0.393962,0.479383,40.161594,0.05,2.009248,0.786592,1325.4,79.657122,0.001493,0.000472,0.000331,3.330373,55.850212,0.311297,0.459208,0.121141,63,0.292784,0.459437,666.666667,494.5
"2138",47,5,"R841X",2.938333,2.580381,2.043808,4.363798,0.322309,0.116496,32.237857,31.906494,0.028821,0.024346,0.023899,21.035423,19.223362,0.060682,0.028653,0.362973,0.535088,47.054664,0.073333,1.354364,0.1312,1606.590909,58.268393,0.000843,7.2e-05,0.00024,3.712763,62.650666,0.431938,0.053423,0.171949,59,0.331777,0.604598,2454.545455,498.5
"2139",47,6,"R841X",5.84974,3.239902,3.314357,6.238222,0.298591,0.120004,38.769021,40.561827,0.02042,0.017942,0.017127,18.32918,36.96766,0.107345,0.04674,0.371487,0.36276,69.1829,0.13,1.192611,0.022662,2399.128205,57.182156,0.000498,1.4e-05,0.00016,4.637722,83.306771,0.294697,0.016842,0.333132,40,0.577613,0.680727,9794.871795,474.5
"2140",47,7,"R841X",8.048594,4.204456,4.176258,8.175979,0.280195,0.091605,47.681893,41.1985,0.012639,0.009793,0.009699,8.377996,10.094634,0.141935,0.023736,0.301466,0.328961,84.450987,0.15,1.126373,0.027265,3102.311111,89.748594,0.000363,1.1e-05,8e-05,5.620131,90.33928,0.295171,0.026585,0.505948,33,0.7316,0.785134,14377.777778,452.5
"2141",47,7,"R841X",6.090312,4.26117,3.600452,6.186455,0.298409,0.096065,49.801048,44.629592,0.014375,0.01347,0.011045,10.486124,4.138067,0.098095,0.015539,0.381158,0.488184,85.307882,0.103333,1.192581,0.041319,3272.967742,155.774727,0.000365,1.1e-05,8e-05,5.987393,86.768605,0.449153,0.049897,0.514507,31,0.735002,0.771531,15096.774194,464.5
"2142",47,8,"R841X",9.945729,4.272931,5.140977,10.103598,0.237733,0.080696,45.386446,37.148798,0.01087,0.008731,0.008409,6.706691,8.35341,0.187366,0.038445,0.313904,0.341809,85.968751,0.2,1.039108,0.03909,2969.483333,106.163368,0.00035,1.6e-05,8e-05,6.000258,93.302716,0.284116,0.038266,0.559758,30,0.769355,0.78112,14600,436.5
"2143",47,8,"R841X",5.94224,4.190206,2.914352,6.233224,0.250372,0.072299,44.478061,36.787898,0.011402,0.008574,0.008592,13.005335,15.146041,0.100333,0.02292,0.27294,0.589354,80.507822,0.106667,1.167222,0.031347,2866.84375,147.919575,0.000408,1.7e-05,8e-05,4.673807,80.408621,0.588393,0.025722,0.511483,30,0.743088,0.712114,13406.25,476.5
"2144",47,8,"R841X",4.774323,3.787226,2.176926,4.927796,0.226563,0.057716,41.143563,30.492463,0.011091,0.008959,0.008362,15.618219,7.169672,0.067978,0.014418,0.257945,0.490858,78.58614,0.07,1.176278,0.020065,2834.428571,105.546943,0.000416,1.4e-05,8e-05,4.484133,64.933946,0.447139,0.01706,0.465469,29,0.746624,0.715299,15571.428571,486.5
"2145",47,9,"R841X",2.788333,2.874294,3.018739,3.242545,0.105108,0.040055,19.163631,14.950061,0.009397,0.005179,0.00701,14.97631,18.265319,0.107628,0.044879,0.333539,0.45184,68.429643,0.13,0.942172,0.06301,1073,41.429712,0.00088,5.9e-05,9.8e-05,5.719,78.166094,0.311929,0.074574,0.457445,23,0.649282,0.680234,8564.102564,488.5
"2146",47,10,"R841X",2.679688,2.615194,4.098492,3.294744,0.106023,0.045226,14.66494,14.597447,0.013031,0.006985,0.009567,11.155582,14.29819,0.1456,0.075498,0.489279,0.490411,61.813667,0.203333,0.87333,0.099962,746.967213,56.736516,0.001176,0.000148,0.00016,5.808748,88.56171,0.320209,0.144872,0.413659,22,0.596499,0.618447,6688.52459,462.5
"2147",47,2,"R841X DHPG",0.032813,1.42676,1.266862,0.383333,5.136308,3.577481,9.733333,4.084932,0.520409,0.220283,0.317721,41.988142,25.398848,0.008889,0.012049,1.904736,0.721172,11.976263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000384,15,0.005101,0.022826,NA,NA
"2148",47,3,"R841X DHPG",0.332135,1.711541,1.336852,1.098246,2.489052,4.314988,9.294208,6.621783,0.273395,0.395721,0.230051,43.804231,51.737885,0.061042,0.070582,1.313388,0.848324,17.774351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002152,118,0.011061,0.181823,NA,NA
"2149",47,3,"R841X DHPG",0.660052,1.487055,1.156447,1.674667,1.677161,4.889742,7.451094,4.644293,0.18714,0.303927,0.19215,28.280228,33.071262,0.101818,0.119858,1.035525,0.858216,18.321824,0.003333,3.60424,NA,209,NA,0.017328,NA,0.01116,1.092734,1.649175,NA,NA,0.004527,2,0.020975,0.229347,2000,460.5
"2150",47,3,"R841X DHPG",0.932917,1.643387,1.371973,1.981444,0.5894,0.577095,11.730311,9.222808,0.096579,0.146039,0.077225,20.825155,14.01011,0.077701,0.112455,0.897814,0.759941,24.557597,0.023333,1.800217,0.274861,621.571429,48.842799,0.002903,0.00039,0.000903,2.23456,24.290978,0.5527,0.314219,0.033413,152,0.118721,0.333048,571.428571,153.5
"2151",47,4,"R841X DHPG",1.494479,1.826043,1.647262,2.576036,0.358018,0.12633,19.207172,15.392599,0.042929,0.03452,0.037933,27.589185,20.859975,0.051892,0.056713,0.621786,0.699285,34.125472,0.036667,1.57608,0.354476,1092.545455,52.686552,0.001436,0.000279,4e-04,3.066145,41.883321,0.440015,0.476537,0.075922,108,0.245034,0.416957,1636.363636,471.5
"2152",47,4,"R841X DHPG",2.25875,2.457029,1.9694,3.60325,0.451375,0.468459,30.427751,28.007043,0.061056,0.16743,0.054789,31.071055,51.24456,0.057083,0.035019,0.510793,0.453281,45.680807,0.053333,1.237195,0.065712,1554.25,40.364176,0.000797,4.5e-05,0.00024,3.612742,57.341819,0.298651,0.024497,0.148495,62,0.353418,0.503565,4812.5,498.5
"2153",47,4,"R841X DHPG",3.470573,2.819437,2.544419,4.108889,0.326915,0.106109,41.736622,38.04399,0.019797,0.015983,0.015913,19.507642,16.833351,0.0634,0.024192,0.276919,0.496944,58.412515,0.066667,1.460336,0.318223,2371.6,75.804735,0.000614,0.00012,0.00016,4.573148,71.181811,0.425458,0.221325,0.24309,50,0.489435,0.633441,3850,498.5
"2154",47,5,"R841X DHPG",6.01151,3.645986,2.754057,6.306448,0.339415,0.109779,49.76158,44.318912,0.018919,0.02265,0.014114,17.34287,33.060023,0.081858,0.025535,0.265643,0.529855,74.917961,0.093333,1.24366,0.030754,3216.392857,107.179095,0.000387,1.4e-05,8e-05,5.242529,78.026529,0.467739,0.016043,0.383008,36,0.664584,0.673899,11571.428571,494.5
"2155",47,6,"R841X DHPG",9.737969,5.158409,4.054342,9.89254,0.33897,0.089898,65.730432,44.487567,0.009454,0.008474,0.007167,8.253926,3.610836,0.131075,0.041933,0.22194,0.378821,86.679704,0.13,1.174482,0.024206,4283.153846,104.490377,0.000274,6e-06,8e-05,6.270021,89.342618,0.341695,0.025607,0.523914,37,0.809096,0.736702,17282.051282,458.5
"2156",47,7,"R841X DHPG",16.145208,6.06951,5.024526,16.145208,0.3437,0.065386,85.33349,40.018115,0.005812,0.004931,0.004499,6.690339,6.38566,0.16625,0.022091,0.11872,0.215912,91.130157,0.17,1.11411,0.044129,5654.117647,144.965326,0.000197,8e-06,8e-05,7.0868,93.022956,0.2046,0.017878,0.689847,27,0.893715,0.77424,21607.843137,436.5
"2157",47,7,"R841X DHPG",12.347292,6.25496,3.923895,12.347292,0.35366,0.06394,86.04246,41.870293,0.006144,0.005293,0.004657,8.639235,2.149115,0.121406,0.012052,0.113703,0.455344,90.674257,0.123333,1.149124,0.099498,5689.351351,556.300689,0.000202,6e-06,8e-05,6.883792,88.79562,0.437073,0.025849,0.683879,26,0.886671,0.754291,21243.243243,450.5
"2158",47,8,"R841X DHPG",7.494219,4.828039,6.707291,7.494219,0.208662,0.071042,39.718947,28.507502,0.009316,0.006273,0.007,7.593212,6.959244,0.161823,0.036199,0.305856,0.317381,89.432807,0.17,0.966348,0.0611,2624.509804,102.006936,0.000369,2.4e-05,8e-05,8.684603,93.023094,0.265273,0.082468,0.646315,23,0.795893,0.868368,16431.372549,442.5
"2159",47,8,"R841X DHPG",5.851406,4.067228,4.144778,5.851406,0.205009,0.081711,34.911861,29.702403,0.012177,0.009153,0.00925,10.845087,13.596295,0.128495,0.040203,0.477477,0.420095,80.157396,0.15,1.051847,0.043728,2237.555556,134.740585,0.000471,2.2e-05,8e-05,6.582439,89.624111,0.329979,0.047249,0.549587,25,0.707816,0.848715,13555.555556,448.5
"2160",47,8,"R841X DHPG",4.536094,3.353622,3.455467,4.536094,0.179601,0.07275,28.080841,26.481997,0.012837,0.007852,0.009675,11.319672,11.529312,0.117853,0.040503,0.505227,0.389944,72.549594,0.14,1.054663,0.041668,1744.904762,92.902469,0.000606,3.3e-05,8.8e-05,5.264472,84.146832,0.279008,0.056665,0.482586,22,0.670367,0.839545,10238.095238,468.5
"2161",48,2,"R841X-C",0.023333,0.791134,1.019838,0.234,2.755938,2.509837,4.444444,0.7698,0.761344,0.564711,0.617804,64.72734,21.167298,0.007778,0.003849,NA,0.837535,7.821637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000817,6,0.002048,0.068331,NA,NA
"2162",48,3,"R841X-C",0.818802,1.275395,1.130878,2.086533,0.576831,1.245133,6.428875,2.013198,0.08421,0.13757,0.068721,14.36525,15.509258,0.150833,0.196173,0.710241,0.849514,17.094535,0.01,2.690693,0.346435,189,7,0.014294,0.001555,0.009893,1.071935,3.606641,0.562847,NA,0.005563,3,0.022797,0.206468,1000,228.5
"2163",48,3,"R841X-C",1.123229,1.478545,1.269466,2.556786,0.639911,0.739281,7.591605,4.214088,0.130982,0.191082,0.112529,14.672072,18.683745,0.137222,0.12228,0.952793,0.732877,20.527525,0.146667,1.680942,0.753344,194.795455,59.250976,0.008556,0.001493,0.005706,1.096591,39.743114,0.532406,0.436319,0.009972,2,0.031698,0.262156,409.090909,396.5
"2164",48,3,"R841X-C",1.468229,1.655421,1.409238,2.921354,0.527722,0.498461,8.297288,5.389498,0.094711,0.106758,0.075294,20.12248,25.609439,0.109247,0.113166,0.704586,0.712652,21.092161,0.123333,1.676932,0.421883,337.459459,57.391731,0.00496,0.000681,0.002758,1.282077,44.292302,0.517641,0.264154,0.017046,19,0.058768,0.34396,405.405405,498.5
"2165",48,4,"R841X-C",1.592344,1.715166,1.816124,2.817685,0.703924,1.412387,11.492075,10.040053,0.130664,0.36082,0.120162,26.522877,40.836842,0.095354,0.082832,0.663454,0.64948,29.904595,0.11,1.841775,0.30162,518.515152,50.960844,0.003575,0.000559,0.00173,1.661849,55.967684,0.425107,0.090703,0.025886,54,0.099402,0.405162,636.363636,467.5
"2166",48,4,"R841X-C",1.404844,2.106536,1.591854,2.422252,1.231033,4.513126,11.502048,8.498357,0.130466,0.345035,0.068912,26.765162,27.241623,0.068158,0.061296,0.766752,0.777693,35.681481,0.083333,2.090317,0.566834,556.72,129.088962,0.003906,0.001155,0.001638,1.799476,51.599748,0.746187,0.234775,0.029988,85,0.120317,0.395926,360,480.5
"2167",48,4,"R841X-C",2.044688,2.697929,2.141714,2.837609,0.523369,0.13176,24.773029,23.581106,0.048404,0.04278,0.041206,18.394522,10.659928,0.061894,0.033882,0.57161,0.469709,49.61104,0.06,1.842364,0.100341,1387,104.110236,0.001334,9.5e-05,0.000462,2.530368,63.594681,0.363185,0.060117,0.082155,71,0.25632,0.564022,1000,495.5
"2168",48,5,"R841X-C",3.02599,3.055159,2.537384,3.648868,0.487937,0.157033,31.021201,29.548651,0.041845,0.050232,0.03501,18.502784,12.171428,0.063141,0.028156,0.533291,0.462955,61.359329,0.07,2.012564,0.20941,1983.857143,316.527295,0.001047,0.000253,0.000339,2.68144,71.706914,0.380535,0.076764,0.132826,69,0.395353,0.550825,1809.52381,488.5
"2169",48,6,"R841X-C",4.391875,3.80919,3.013155,5.202531,0.462428,0.501377,36.200169,30.304872,0.03043,0.055493,0.024635,13.398768,12.633999,0.091384,0.028423,0.654801,0.822579,64.811789,0.093333,1.816603,0.298255,2376.428571,827.229756,0.000819,0.000166,0.000211,2.887091,78.909919,0.814905,0.315903,0.225009,65,0.523248,0.591591,4000,496.5
"2170",48,7,"R841X-C",3.791562,2.981011,3.036842,4.407333,0.253848,0.130148,22.48436,19.579405,0.019274,0.013998,0.015639,14.131084,20.966203,0.11537,0.043037,0.531529,0.360186,60.939814,0.136667,1.962942,0.410892,1558.609756,294.587498,0.001268,0.00015,0.000278,2.679791,87.781258,0.255232,0.205391,0.287221,53,0.534478,0.668754,7463.414634,468.5
"2171",48,7,"R841X-C",2.196875,2.755819,2.194872,2.754314,0.279499,0.243825,17.216116,14.653904,0.025004,0.014071,0.020174,13.266454,6.022771,0.081905,0.028301,0.828661,0.556297,59.796994,0.086667,2.564865,0.639787,1215.269231,281.896798,0.002119,0.000279,0.000418,2.475945,74.90991,0.446829,0.318082,0.215846,63,0.478307,0.586822,5230.769231,496.5
"2172",48,8,"R841X-C",2.84974,2.676959,3.053892,3.374259,0.200071,0.09728,15.821741,13.50237,0.019516,0.009043,0.015635,13.309709,22.893672,0.121242,0.049933,0.663461,0.410462,55.75073,0.133333,2.117418,0.424274,1195.875,161.349944,0.001767,0.000231,0.00036,2.715516,87.425752,0.243449,0.300228,0.284857,45,0.472159,0.698653,6450,490.5
"2173",48,8,"R841X-C",1.977396,2.355214,2.377961,2.631181,0.194925,0.114622,13.185796,11.941917,0.023611,0.014222,0.019398,15.148895,16.749816,0.097907,0.054879,0.70485,0.612112,48.540859,0.11,2.465748,0.433797,935.969697,180.07368,0.002675,0.000414,0.000579,2.462469,81.35437,0.435522,0.078836,0.190724,52,0.387227,0.592569,4727.272727,480.5
"2174",48,8,"R841X-C",2.000729,2.091837,2.611751,2.457628,0.166633,0.115235,11.333639,11.927114,0.025335,0.030194,0.019065,19.640061,43.128545,0.114894,0.062927,0.68496,0.538618,49.08804,0.15,1.689712,0.495822,714.2,157.497706,0.002343,0.000258,0.000476,2.899043,83.66481,0.348086,0.701078,0.23279,43,0.421303,0.651662,4111.111111,466.5
"2175",48,9,"R841X-C",1.529583,1.745331,2.925168,2.381463,0.460756,1.260586,8.204671,5.780246,0.097529,0.289507,0.026145,13.417275,18.549037,0.166176,0.131267,0.622778,0.560271,31.192095,0.326667,1.006696,0.094993,270.153061,35.19646,0.003769,0.000321,0.00078,2.98072,90.149142,0.22957,0.109345,0.149074,51,0.237637,0.480364,1714.285714,432.5
"2176",48,10,"R841X-C",1.36849,1.629864,3.30871,2.564804,0.107942,0.03167,6.799867,4.640393,0.02422,0.011526,0.021024,24.384743,42.873352,0.193444,0.162581,0.650397,0.546042,29.075455,0.426667,0.886686,0.092546,190.914063,22.280964,0.004709,0.00057,0.000922,2.996246,93.004757,0.192225,0.12222,0.143134,44,0.233495,0.43202,1078.125,412.5
"2177",48,2,"R841X-C DHPG",0.032031,1.636409,1.66935,0.211667,3.039821,5.640504,6.222222,2.333333,0.45312,0.689486,0.275922,102.61864,80.262503,0.005556,0.005528,0.865276,0.565295,7.696799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046622,1,0.2106,0.32059,NA,NA
"2178",48,3,"R841X-C DHPG",0.693646,1.318084,1.071554,2.196833,1.496525,3.041402,6.416924,2.172465,0.290395,0.620461,0.220606,30.235475,55.488508,0.096875,0.094072,1.509247,0.842012,10.1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004584,268,0.016746,0.25025,NA,NA
"2179",48,3,"R841X-C DHPG",0.794479,1.393894,1.304765,2.198261,0.54797,0.968418,6.428986,2.510857,0.110723,0.195435,0.05911,17.855714,17.166279,0.115439,0.12074,0.776243,0.716421,14.754943,0.096667,1.576226,0.335072,146.206897,21.498138,0.010878,0.001721,0.007288,1.07953,27.795988,0.727754,0.327467,0.006168,323,0.025696,0.221181,241.37931,262.5
"2180",48,3,"R841X-C DHPG",0.872031,1.529282,1.691583,2.210933,2.121654,5.656255,7.919525,5.099552,0.380494,0.870373,0.295998,28.166444,30.134791,0.085733,0.100648,0.76443,0.8232,20.954696,0.146667,1.364485,0.287078,205.659091,39.556814,0.006738,0.001144,0.003708,1.378666,54.046467,0.705933,0.306102,0.014858,101,0.053704,0.259846,363.636364,438.5
"2181",48,4,"R841X-C DHPG",1.11375,1.610126,1.797933,2.287742,0.968769,1.566959,10.667742,11.699699,0.228646,0.520908,0.24831,40.633129,46.380455,0.06131,0.06341,0.769702,0.685159,21.937119,0.1,1.919456,0.563424,411.1,60.216477,0.00466,0.000975,0.002015,1.899508,57.673962,0.560877,0.240708,0.018354,127,0.071315,0.432629,533.333333,478.5
"2182",48,4,"R841X-C DHPG",1.463073,2.273141,1.816524,2.517748,0.783,1.018755,15.531538,16.012311,0.143361,0.339374,0.139902,29.576713,32.077921,0.070556,0.083691,1.40017,0.640711,35.676826,0.066667,2.238904,0.539539,780.7,100.874127,0.002877,0.00062,0.00109,2.006242,55.583639,0.531318,0.328018,0.0331,121,0.126844,0.499515,450,422.5
"2183",48,4,"R841X-C DHPG",1.919375,2.7336,2.174647,2.553611,0.720905,1.546197,23.949135,27.992326,0.069414,0.142938,0.054518,30.805196,47.343176,0.054539,0.038857,0.610612,0.540674,48.922718,0.063333,1.813356,0.187605,1320.105263,181.569667,0.00141,0.000318,0.000478,2.576964,68.061435,0.483971,0.171537,0.078472,85,0.242749,0.616838,1263.157895,498.5
"2184",48,5,"R841X-C DHPG",2.434427,3.149392,2.148285,2.881543,0.534598,0.192645,28.239906,27.821755,0.047908,0.045589,0.039121,21.533636,18.30423,0.055556,0.03754,0.562389,0.652187,57.730593,0.056667,2.203384,0.268222,1866.470588,417.047827,0.001233,0.000275,0.000367,2.642901,67.884726,0.598326,0.153728,0.116191,98,0.3578,0.631486,1764.705882,476.5
"2185",48,6,"R841X-C DHPG",4.583021,4.138009,3.164084,5.235119,0.407185,0.176547,36.250278,26.986738,0.021784,0.017741,0.017937,12.779273,12.12367,0.089942,0.030371,0.589284,0.902178,69.384651,0.096667,1.821865,0.236383,2522,840.312739,0.000773,0.000159,0.000204,2.951772,83.117031,0.890202,0.230635,0.244684,66,0.581325,0.659197,6310.344828,498.5
"2186",48,7,"R841X-C DHPG",8.428125,4.146147,3.911623,8.841858,0.305664,0.116368,39.71263,26.175364,0.011786,0.007199,0.009174,7.300887,5.034018,0.155355,0.033045,0.452779,0.437832,74.621105,0.16,1.526087,0.229627,3056.291667,612.781415,0.000508,5.4e-05,0.000152,3.2838,90.657521,0.373238,0.159934,0.40371,52,0.754577,0.721008,12458.333333,486.5
"2187",48,7,"R841X-C DHPG",4.947813,4.00522,3.011772,5.190219,0.3402,0.122192,38.553154,22.372726,0.013886,0.007602,0.010744,12.808433,6.711152,0.084973,0.027926,0.502757,0.481918,72.080031,0.076667,2.388421,0.511374,3378.217391,359.973478,0.000705,0.000116,0.00016,3.127787,81.790143,0.323499,0.430622,0.392349,54,0.738192,0.679988,12869.565217,496.5
"2188",48,8,"R841X-C DHPG",5.97776,3.78088,4.423674,6.376167,0.212458,0.073779,25.973764,16.099615,0.01317,0.007192,0.010228,8.211498,9.103255,0.155611,0.053038,0.530732,0.405812,73.168843,0.14,2.095827,0.440921,2493.166667,339.989807,0.000837,0.000118,0.000164,3.212512,91.234872,0.233017,0.309987,0.429045,48,0.729335,0.712658,12261.904762,466.5
"2189",48,8,"R841X-C DHPG",3.590573,3.937711,3.116811,3.96069,0.304749,0.145814,33.651586,22.551507,0.013745,0.007245,0.010191,14.679715,3.77367,0.072184,0.016679,0.545767,0.392138,70.992626,0.07,2.649455,0.161272,2735.619048,149.869435,0.00097,5.9e-05,0.00016,2.838877,83.331641,0.282159,0.084976,0.39498,54,0.708201,0.666948,11047.619048,499.5
"2190",48,8,"R841X-C DHPG",3.465417,3.789623,2.553037,3.757627,0.284356,0.136017,30.398191,20.060123,0.014814,0.013181,0.010892,18.69804,22.785428,0.068531,0.023212,0.489531,0.428788,67.860089,0.066667,2.840928,0.303653,2617.5,218.552294,0.00109,0.000124,0.000188,2.640704,78.679211,0.326785,0.062429,0.397004,54,0.688878,0.705574,10100,498.5
"2191",48,9,"R841X-C DHPG",3.418542,3.320126,3.359492,3.707458,0.191757,0.09073,19.714132,13.510035,0.016478,0.020089,0.014011,13.896676,16.045872,0.105141,0.048724,0.5467,0.385906,66.756939,0.116667,2.222066,0.175256,1683.657143,101.302675,0.001324,0.000111,0.00024,2.885665,89.779999,0.224818,0.109089,0.416462,46,0.673431,0.72466,10257.142857,482.5
